HospitalName,Address,District,,
"CCC - Upgraded PHC, Pudupadi ICCC","PUDUPADI ,ARCOT,Arcot",Ranipet,,
"CHC - A.R Hospital,Ramanathapuram","Rameshwaram to Madurai Main Road,Ramanathapuram",Ramanathapuram,,
CHC - Aasi Hospital,"Dblock rto office opp,Rameswaram road,Ramanathapuram,Ramanathapuram",Ramanathapuram,,
"CCC - Alagappa College of Arts and Science, Paramakudi",,Ramanathapuram,,
"CCC - Anna University, Ramnad",,Ramanathapuram,,
"CHC - Arogya Hospital, Kenikarai","Devipattinam Raod,Kenikkarai,Ramanathapuram",Ramanathapuram,,
"CHC - Baba JJ Hospital, Ramanathapuram TN.","R.R Sethupathy Nagar,Ramanathapuram",Ramanathapuram,,
CCC - Bogalur,"Bogalur PHC,Paramakudi",Ramanathapuram,,
CCC - Devipattinam,"Devipattinam PHC,Ramanathapuram",Ramanathapuram,,
CCC - Ervadi,"Ervadi PHC,Kadaladi",Ramanathapuram,,
CHC - GH Paramakudi,"MADURAI MANDAPAM ROAD-KATTUPARAMAKUDI ,KATTUPARAMAKUDI,Paramakudi",Ramanathapuram,,
CHO - GHQH Ramanathapuram,"madurai road,ramanathapuram,ramanathapuram,Ramanathapuram",Ramanathapuram,,
"CCC - Govt Arts College, Paramakudi","PARAMAKUDI ,Paramakudi",Ramanathapuram,,
"CHC - Jeevan Hospital, Paramakudi","SPM Colon ,Attupalam,Paramakudi",Ramanathapuram,,
CCC - Keelathooval,"Keelathooval PHC,Mudukulathur",Ramanathapuram,,
CCC - Mandapam,"Mandapam PHC,Ramanathapuram",Ramanathapuram,,
CHC - Meera Clinic,"Lathems Bunglow Road,Lathems Bunglow Road,Ramanathapuram",Ramanathapuram,,
CCC - Naianarkoil,"Nainarkoil PHC,Paramakudi",Ramanathapuram,,
"CHC - Natraj Cardiac Care Centre, Ramanathapuram","Near RTO Office,Ramanathapuram",Ramanathapuram,,
CHC - PPS Hospital,"G T Street,Kamudi,Kamuthi",Ramanathapuram,,
CCC - Parthibanur,"Parthibanur PHC,Paramakudi",Ramanathapuram,,
CCC - Peraiyur,"Peraiyur PHC,Kamuthi",Ramanathapuram,,
CCC - Periyapattinam,"Periyapattinam PHC,Keelakarai",Ramanathapuram,,
CHC - Prema Clinic,"Agraharam Road,Ramanathapuram",Ramanathapuram,,
CCC - R.S.Mangalam,"R.S.Mangalam,Rajasingamangalam",Ramanathapuram,,
"CHC - Selva Hospital,Ramanathapuram TN.","6/309, MADURAI -RAMESWARAM ROAD, PARAMAKUDI-623 707.,பாலாஜி நகர்,PARAMAKUDI,Paramakudi",Ramanathapuram,,
"CCC - Sethupathi Govt Arts College, Ramnad","ACHUNTHANVAYAL, RAMNAD,Ramanathapuram",Ramanathapuram,,
"CHC - Shri Karthick Medical Center & Hospital, Paramakudi",,Ramanathapuram,,
"CHC - Shri Karthik Medical Centre,Ramanathapuram TN.","Paramakudi,Paramakudi",Ramanathapuram,,
"CCC - Syed Ammal Engineering College, Ramnad",,Ramanathapuram,,
"CHC - Syed Ammal Trust Hospital,Ramanathapuram",,Ramanathapuram,,
CCC - Thondi,"Thondi PHC,Thiruvadani",Ramanathapuram,,
CHC - Vel Hospital,"36, Thiruvalluvar street,Kenikarai,Ramanathapuram",Ramanathapuram,,
 CCC - AGRI UNIVERSITY KUDUMIYANMALAI,,Pudukkottai,,
CCC - Andakulam UGPHC,"Andakulam UGPHC Covid Care Centre Pudukkottai,Andakulam UGPHC Covid Care Centre Pudukkottai,Kulathur",Pudukkottai,,
CHO - Aranthangi GH,"GANGATHARAPURAM,PATTUKKOTTAI ROAD,ARANTHANGI,Aranthangi",Pudukkottai,,
CCC - Arimalam,"UPGRADED GOVT.PRIMARY HEALTH CENTER,Thirumayam",Pudukkottai,,
CCC - Athanakottai,"Upgraded primary health center Adhanakottai,Pudukkottai",Pudukkottai,,
"CHC - Be Well Hositals Pvt.Ltd., Pudukottai","5371, Alangudi Road,Pudukkottai",Pudukkottai,,
CCC - CCC - GOVT BC WOMEN'S HOSTEL,"GOVERNMENT BC WOMEN'S HOSTEL,OPP TO SARADHA MOTORS, MADURAI MAIN ROAD,PUDUKKOTTAI,Pudukkottai",Pudukkottai,,
CHC - GH Alangudi,"BARATHIDASSAN SALAI, ALANGUDI,Alangudi",Pudukkottai,,
CHC - GH Annavasal,"VIRALIMALAI ROAD,ANNAVASAL,Illupur",Pudukkottai,,
CHC - GH Avudaiyarkoil,"Avudayarkoil ,Avudaiyarkoil",Pudukkottai,,
CHC - GH Gandarvakottai,,Pudukkottai,,
CHC - GH Illuppur,,Pudukkottai,,
CHC - GH Karamabakudi,"Aandavarsilks  opposite,Nearby bus stand,Karambakudi,Karambakudi",Pudukkottai,,
CHC - GH Keeranur,"NEAR BUS STAND,KEERANUR,Kulathur",Pudukkottai,,
CHC - GH Manamelkudi,"GOVERNMENT HOSPITAL MANAMELKUDI ,ECR ROAD,MANAMELKUDI ,Manamelkudi",Pudukkottai,,
CHC - GH Subramaniapuram,"SUBRAMANIAPURAM,SUBRAMANIAPURAM,ARANTANGI[TK], PINCODE 614805,SOUTH STREET,BOYS HSS OPPOSITE,Aranthangi",Pudukkottai,,
CHC - GH Thirumayam,,Pudukkottai,,
CHC - GH VALAYAPATTI,"Valayapatti,Ponnamaravathi",Pudukkottai,,
CHC - GH Viralimalai,"Gh viralimalai, manapparai main road, viralimalai ,Viralimalai (po), viralimalai (Tk),pudukottai (DT), 621316. ,Viralimalai,Viralimalai",Pudukkottai,,
"CCC - Govt.Polytechnic College,Boys Hostel-Aranthangi","Govt.Polytechnic College,Boys Hostel-Aranthangi,Avudaiyarkoil Road,Aranthangi",Pudukkottai,,
CCC - Keeramangalam UGPHC,"Keeramangalam UGPHC Tiruvarangulam, Aranthangi,Keeramangalam UGPHC Tiruvarangulam, Aranthangi,Aranthangi",Pudukkottai,,
CCC - Malayur UGPHC,"Malayur UGPHC Karambakudi Aranthangi,Malayur UGPHC Karambakudi Aranthangi,Karambakudi",Pudukkottai,,
CHC - Muthu Meenakshi Hospitals,"NO 5542,SOUTH 4TH STREET,PUDUKKOTTAI,Pudukkottai",Pudukkottai,,
CCC - Nagudi UGPHC,"Nagudi UGPHC Arathangi,Nagudi UGPHC Arathangi,Aranthangi",Pudukkottai,,
CCC - Natchandhupatty UGPHC,"Natchandhupatty UGPHC Thirumayam Pudukkottai,Natchandhupatty UGPHC Thirumayam Pudukkottai,Thirumayam",Pudukkottai,,
CCC - Neerpalani UGPHC,"Neerpalani UGPHC Viralimalai Pudukkottai,Neerpalani UGPHC Viralimalai Pudukkottai,Viralimalai ,Viralimalai",Pudukkottai,,
CCC - Old GH Pudukottai,"Old GH Pudukottai,Old GH Pudukottai,Pudukkottai",Pudukkottai,,
CHC - PUDHUGAI STAR HOSPITAL,"50,51,Ramachandra Nagar,Alangudi Road,Pudukkottai",Pudukkottai,,
CCC - Parambur UGPHC,"PHC, puliyampatty,parambur,Illupur",Pudukkottai,,
CCC - Ponbethi UGPHC,"Ponbethi UGPHC Avudaiyarkovil Aranthangi ,Ponbethi UGPHC Avudaiyarkovil Aranthangi ,Avudaiyarkoil",Pudukkottai,,
CCC - Ponnamaravathy UGPHC,"Ponnamaravathy UGPHC Pudukkottai,Ponnamaravathy UGPHC Pudukkottai,Ponnamaravathi",Pudukkottai,,
CHO - Pudukkkottai Medical College Hospital,"MULLUR PUDUKKOTTAI,Pudukkottai",Pudukkottai,,
CCC - Pudunagar UGPHC,"Pudunagar UGPHC Gandharvakottai Pudukkottai,Pudunagar UGPHC Gandharvakottai Pudukkottai,Gandarvakottai",Pudukkottai,,
CCC - STAMIN Agri institute,"STAMIN Agri institute pudukkottai,STAMIN Agri institute pudukkottai,Illupur",Pudukkottai,,
"CHC - Sree Durga Surgical Clinic & Research Center, Ponnamaravathy","Thottiyampatti Po,Ponnamaravathi",Pudukkottai,,
"CHC - Sree Vijay Hospital,  Manalmelkudi","64/3B East Coast Road Manamelkudi ,Manamelkudi,Manamelkudi,Manamelkudi",Pudukkottai,,
CHC - Team Super Speciality Hospital,"near JJ college,madurai main road,malukkanpatti,Thirumayam",Pudukkottai,,
CCC - Vadakadu UGPHC,"Vadakadu UGPHC Tiruvarangulam Pudukkottai,Vadakadu UGPHC Tiruvarangulam Pudukkottai,Aranthangi",Pudukkottai,,
"CCC - Amma Hospital, Perambalur","2/508,MUTHULAKSHMI NAGAR, FOUR ROAD,PERAMBALUR,2/508,MUTHULAKSHMI NAGAR, FOUR ROAD,PERAMBALUR,FOUR ROAD,Perambalur",Perambalur,,
CCC - Ammapalayam upgraded primary health center,"Ammapalayam,Thuraiyur Main Road,Perambalur",Perambalur,,
"CHC - Arputha MULTISPECIALITY MEDICAL CARE HOSPITAL,PERAI","VENKATESAPURAM,TRICHY MAIN RAOD,Perambalur",Perambalur,,
"CHC - DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE AND HOSPITAL, SIRUVACHUR, PERAMBALUR, TAMIL NADU, INDIA-621 113.","NH-45,Trichy-Chennai Highway,Siruvachur,Perambalur",Perambalur,,
CCC - DHANALAKSMI R.H.C CCC,"Chettikulam Main Road ,Senjeri,Perambalur",Perambalur,,
"CCC - Devi Hospital, Perambalur","four road,Perambalur",Perambalur,,
CCC - Dhanalakshmi Dental college,"SIRUVACHUR, PIN-621113,Perambalur",Perambalur,,
CCC - Govt.Scout Training School,"Thuraiyur Main Road, Senjeri,Near Dhanalakshmi Srinivasan Arts College,Perambalur",Perambalur,,
CCC - Karai SDH,"Karai GH,Alathur",Perambalur,,
CCC - Kolakkanatham UGPHC,"Kolakkanatham UGPHC,Ariyalur Main Road,Alathur",Perambalur,,
CCC - Krishnapuram SDH,"Veppanthattai main road, Krishnapuram,Krishnapuram SDH,Veppanthattai",Perambalur,,
"CHC - LAKSHMI NURSING HOME,PERAMBALUR TN.","mathanagopalapuram,Perambalur",Perambalur,,
CCC - Labbaikudikadu UGPHC,"Labbaikudikadu UGPHC,Near Govt.Hr.Sec School Back Side,Kunnam",Perambalur,,
"CHC - NIRANJAN NURSING HOME,PERAMBALUR TN.","#229-A/19, Mettu St,Renga Nagar,Perambalur",Perambalur,,
CHC - Perambalur GH,"THURAIYUR MAIN ROAD, PERAMBALUR,Perambalur",Perambalur,,
CCC - Poolambadi UGPHC,"Poolambadi UGPHC,Near TP Office Road,Veppanthattai",Perambalur,,
CCC - Ramasamy HOSPITAL,"No 80A, Trichy Main Road, Perambalur Ho, Perambalur,Perambalur,Perambalur",Perambalur,,
"CCC - SPT HOSPITAL,PERAMBALUR","near paalakarai,Perambalur",Perambalur,,
"CHC - Sanjjeev Hospital,Venkatesapuram","9b /1 , trichy main road,venkatesapuram,Perambalur",Perambalur,,
CCC - Siva Hospital,"vilamuthur road,Perambalur",Perambalur,,
CCC - Urban Primary Health Centre CCC,"Near New Bus Stand,Perambalur",Perambalur,,
CCC - Veppur SDH,"VEPPURGH,VEPPUR,Kunnam",Perambalur,,
"CHC - Ashwini Gudalur Tribal Hospital,Nilgiris TN.","10/147, G2,G3 KOTHARVAYAL,POST BOX 20,GUDALUR,Gudalur",Nilgiris,,
CHC - Bala Ortho Hospital,"Dharapuram road ,Opposite GH,PKMR street,Tiruppur South",Nilgiris,,
CHO - Cordite factory Hospital,"Coimbatore ooty- Gundalpet highway road, Aruvankadu -643202,Aruvankadu ,Coonoor",Nilgiris,,
CHC - GH Coonoor,"VANNARPET,Coonoor",Nilgiris,,
CHC - GH Gudalur,"UPPER GUDALUR,Gudalur",Nilgiris,,
CHC - GH Kotagiri,"Opposite police station,Kotagiri ,Kotagiri",Nilgiris,,
CHC - GH Pandalur,"Calicut road, Pandhalur,Pandalur",Nilgiris,,
CHO - GHQH Ooty,"Hospital road,Ooty,Udhagai",Nilgiris,,
CCC - GTMO SCHOOL,,Nilgiris,,
CCC - Garden Hospital,,Nilgiris,,
CCC - Good Shepherd School,"Good sphered knowledge villege,M.Palada,Udhagai",Nilgiris,,
CCC - JSS College CCC	,"Near Rose graden,Ooty,Udhagai",Nilgiris,,
CCC - KETTY UGPHC,"Ketty,Ketty,Coonoor",Nilgiris,,
CHC - KMF HOSPITAL,"Mission Compound,Kothagiri,Kotagiri",Nilgiris,,
CCC - Karadamattam,"Upgraded Primary Health Center,KODANADU,Kotagiri",Nilgiris,,
CCC - Laid Law School,"Ketty valley,Ketty,Coonoor",Nilgiris,,
"CHC - Nankem Hospital,Nilgiris TN.","RAJAJI NAGAR ,COONOOR,Coonoor",Nilgiris,,
CCC - Nellakottai,"Upgraded Primary Health Center,Nellakottai,Gudalur",Nilgiris,,
"CHO - Pushpagiri hospital, Gudalur",Gudalur,Nilgiris,,
CCC - Riverside Public School,"CORSLEY ROAD,KOTAGIRI,Kotagiri",Nilgiris,,
CHC - SHIVASHAKTHI HOSPITAL,"BLUE MOUNTAIN SCHOOL ROAD,Udhagai",Nilgiris,,
CCC - SIVASAKTHI HOSPITAL,"Ooty,Ooty,Udhagai",Nilgiris,,
CHO - SM Hospital,"29/108, Coonor road , Ooty.,Ooty,Coonoor",Nilgiris,,
CHC - Sagayamatha Hospital,,Nilgiris,,
CCC - T.Oranally,"Upgraded Primary Health Center,Thangadu Oranally,Udhagai",Nilgiris,,
CHC - Youth Hostel,"Ooty,Ooty,Udhagai",Nilgiris,,
CHC -  SRI RAGAVENDRA HOSPITAL ,"30, Dr. Sankaran road,Opposite to state bank of india,Namakkal,Namakkal",Namakkal,,
CHC - ANNAI HOSPITAL,"1/3, Velur road,,Valaraigate,Tiruchengode,Namakkal",Namakkal,,
CCC - ARIGNAR ANNA ARTS COLLEGE CCC,"ARIGNAR ANNA COLLEGE ,Mohanur",Namakkal,,
CHC - Aravinth hospital,"NO 17 RANGAR SANNATHI ST,ARVINTH HOSPITAL,SENDHAMANGALAM RD,Namakkal",Namakkal,,
" CCC - B.Ed College, Kumarapalayam","B.Ed College,Kumarapalayam,Kumarapalayam",Namakkal,,
CCC - Belukurichi PHC,,Namakkal,,
CCC - ERNAPURAM PRIMARY HEALTH CENTRE,"ERNAPURAM PRIMARY HEALTH CENTRE,ERNAPURAM,Namakkal",Namakkal,,
CCC - Erayamangalam PHC,,Namakkal,,
CCC - Erumapatty PHC,,Namakkal,,
CCC - KKC CCC	,"Kandhasamy kandar college,velur,Paramathi Velur",Namakkal,,
CHC - KOLLIHILLS GH,"Semmedu,valavanthinadu,valavanthinadu,Kolli Hills",Namakkal,,
CHC - KOMARAPALAYAM  GH,"EDAPPADI MAIN ROAD,KUMARAPALAYAM,EDAPPADI MAIN ROAD ,Kumarapalayam",Namakkal,,
CCC - KSR CCC,"KSR COLLEGE TIRUCHENGODE,Tiruchengode",Namakkal,,
CCC - Kabilarmalai PHC,,Namakkal,,
CCC - Kokkarayanpettai,,Namakkal,,
CHC - MM Hospital,"6/288, Trchy main road, Namakkal,6/288, Trchy main road, Namakkal,Trichy road,Namakkal",Namakkal,,
"CHC - Maharaja Speciality Hospital , Namakkal","78C,Mohanur Road , Namakkal,Near Iyappan Kovil,Namakkal",Namakkal,,
"CHC - Malar Hospital, Rasipuram","Malar Hospital,Near IOB Bank ,,Dr.sivakumar Hospital back side,New Bus stand,New Bus stand,Rasipuram",Namakkal,,
CCC - Mallasamudram PHC,,Namakkal,,
CHC - Manickam hospital,"418 - Annasalai, Rasipuram, Namakkal Dt.,Rasipuram",Namakkal,,
CCC - Manickampalayam PHC,,Namakkal,,
CCC - NAMAGIRIPET,,Namakkal,,
CHO - NAMAKKAL GH,"MOHNAUR ROAD,NAMAKKAL,Namakkal",Namakkal,,
CCC - NKR CCC,"Namakkal kavignar ramalingnar , government arts college,Ganesapuram post,trichy road ,Namakkal,Namakkal",Namakkal,,
CCC - Nallur PHC,,Namakkal,,
CCC - O.Sowdapuram,,Namakkal,,
CHC - PALLIPALAYAM GH,"AAVARANGADU ,PALLIPALAYAM,Kumarapalayam",Namakkal,,
CHC - PARAMATHI VELUR GH,"ANNA SALAI,VELUR,Paramathi Velur",Namakkal,,
CCC - POWEKADU KOLLI HILLS,,Namakkal,,
CCC - Pillanallur PHC,,Namakkal,,
CHC - RASIPURAM GH,"KATCHEERY STREET,OLD BUSTAND,RASIPURAM,Rasipuram",Namakkal,,
CCC - SAKTHI CCC,"No: 246,Varathammal Complex,Selam road",Namakkal,,
CHC - SAKTHI HOSPITAL,"6/920,NETHAJI NAGAR,TRICHY ROAD,Namakkal",Namakkal,,
CHC - SENDAMANGALAM GH,"Namakkal Main road,Sendamangalam,Sendamangalam,Sendamangalam",Namakkal,,
CHC - SHREE AKHSHAYA HOSPITAL,"553/1,SALEM ROAD,NAMAKKAL,Namakkal",Namakkal,,
CHC - SRI BALAJI HOSPITAL ,,Namakkal,,
CCC - SRV CCC,"SRV GIRLS HR SEC SCHOOL,Rasipuram",Namakkal,,
"CHC - Shree Akhshaya Hospital, Unit-2, Salem A Road",,Namakkal,,
CHC - Sivasakthi Hospital,,Namakkal,,
"CHC - Soorya Multispeciality Hospital, Thiruchengode","164; BUNGALOW STREET ERODE MAIN ROAD TIRUCHENGODE,Tiruchengode",Namakkal,,
CHC - Sumathi Childcare center & Hospital,"9344457145,9842552928,Tiruchengode,Tiruchengode",Namakkal,,
CCC - Suriya CCC,"N0:6 WEST MUNIYAPPAN KOVIL STREET,NEAR SIDHARTHA HOTEL,TIRUCHENGODE,Tiruchengode",Namakkal,,
"CHC - Swami Vivekanandha Medical College Hospital and R.I., Elayampalayam","Unjanai,Tiruchengode",Namakkal,,
CHC - THIRUKUMARAN HOSPITAL,"17B VAITHIALINGAM THOTTAM,,ERODE ROAD,Tiruchengode",Namakkal,,
CHC - TIRUCHENGODE GH,"P.VELUR MAIN ROAD,Tiruchengode",Namakkal,,
CHC - Thangam Hospital,"54,  Dr. Sankaran Road, namakkal,54,  Dr. Sankaran Road, namakkal,Namakkal,Namakkal",Namakkal,,
CHC - VENNANDHUR GH,"Attaiyampatty Main road,Vennandur,Vennandur,Rasipuram",Namakkal,,
CCC - VT Puram PHC,,Namakkal,,
CHC - Varun Hospital,"Varun Hospital, No -4, Kandappan street,Rasipuram,Rasipuram",Namakkal,,
CHC - Visaalam Hospital,,Namakkal,,
"CHC - Vivekananda Medical Care Hospital, Tiruchengode","20/1 Namakkal Main Road ,Elayampalayam Village,Tiruchengode",Namakkal,,
"CCC - AYAR SUNDARAM LODGE,VELANKANNI","Vellankani,Nagapattinam",Nagapattinam,,
"CCC - BHARATHIDASAN COLLEGE,NAGAPATTINAM","BHARATHIDASAN MODEL ARTS AND SCIENCE  COLLEGE ,SELLUR (ECR ROAD)NAGAPATTINAM,SELLUR,Nagapattinam",Nagapattinam,,
"CCC - BHARATHIDASAN COLLEGE,VEDARANYAM","Main road,Nagapattinam",Nagapattinam,,
"CHC - COHAJ HOSPITAL - SAT UNIT, Nagapattinam TN.","376 / A, Kameswaram, Thirupoondi East, Kilvelur Taluk, Nagapattinam Dist.,376 / A, Kameswaram, Thirupoondi East, Kilvelur Taluk, Nagapattinam Dist.,Kameswaram, Thirupoondi East.,Kilvelur",Nagapattinam,,
CHO - MAYILADUTHURAI GH,,Nagapattinam,,
"CCC - MAYURA HALL,MAYILADUTHURAI","samudhaya koodam,thattikara theru,Kaveri nagar,Mayiladuthurai",Nagapattinam,,
CHO - NAGAPATTINAM GH,"VELIPALAYAM,NAGAPATTINAM,VELIPALAYAM,Nagapattinam",Nagapattinam,,
"CHC - Nagai Hospitals, Puthur","Main Road, Puthur , Nagapattinam,Puthur,Nagapattinam",Nagapattinam,,
CHC - SIRKAZHI GH,,Nagapattinam,,
" CCC - UPGRADED GOVERNMENT PRIMARY HEALTH CENTRE, KARIYAPATTINAM","MAIN ROAD,,UPGRADED GOVERNMENT PRIMARY HEALTH CENTRE,Kariyapattinam,Nagapattinam",Nagapattinam,,
"CCC - UPGRADED GOVERNMENT PRIMARY HEALTH CENTRE, MANALMEDU",,Nagapattinam,,
"CCC - UPGRADED GOVERNMENT PRIMARY HEALTH CENTRE, NALLUR","UPGRADED GOVERNMENT PRIMARY HEALTH CENTRE,NALLUR,Sirkazhi",Nagapattinam,,
CHC - VEDHARANYAM GH,,Nagapattinam,,
"CHC - VISHNU HOSPITAL , NAGAPPATTINAM TN.","Main Road ,Kollidam,Kollidam,Sirkazhi",Nagapattinam,,
CHC - ARUN PRIYA NURSING HOME,"No.3&4, Pattamangalam street,,Mayiladuthurai,Mayiladuthurai",Mayiladuthurai,,
CHO - Arunpriya Multispeciality Hospital Mayiladuthurai,"arunpriya nursing home,Mayiladuthurai",Mayiladuthurai,,
" CCC - MGR Arts & science college, Puthur",,Mayiladuthurai,,
CHC - Ram Bone And Joint Hospial,,Mayiladuthurai,,
"CHC - Vetri Siddha Hospital, Thaniciyam (Siddha)","1/189, MADURAI TO DINDIGUL HIGHWAY,,NEAR BY THANICHIYAM PIRIVU,THANICHIYAM,Vadipatti",Madurai,,
CHC - Victory Hospital,"32,Arappalayam main road, madurai,Arappalayam,Madurai South",Madurai,,
CHC - Vijaya Hospital,,Madurai,,
"CHC - Vijayaraj Speciality Hospital, Theni Main Road","No-1,p.p Chavadi,Theni main road,Madurai- 16,Near tvs  Pandiyan motors,Madurai South",Madurai,,
"CHC - Vikram Multispeciality Hospital,Madurai",,Madurai,,
"CCC -  Upgrade PHC ICCC,Doddappanaickanur","Doddapanayakanur,Theni main road,Aavin booth near,Usilampatti",Madurai,,
"CCC - AACHI international school, usilampatti","USILAMPATTI,Theni main road,Doddapanaickanur,Aavin booth near,Usilampatti",Madurai,,
CCC - ARUL ANANDAR,"Karumathur,Chellampatti,Usilampatti",Madurai,,
"CHC - Ahana Hospitals, Gandhinagar","No 11 Subburaman street,Gandhinagar,Madurai,Madurai North",Madurai,,
CCC - Alanganallur BLOCK Primary Health Centre,"Union Office Road,Alanganallur,Vadipatti",Madurai,,
CHO - Apollo Hospital,"04524341187,K.K.Nagar,Madurai North",Madurai,,
"CHC - Aristo Speciality Hospital, Ponmeni","50 BYR PASS ROAD OPP TO APARNA TOWER MADURAI.625010,PONMENI,Madurai West",Madurai,,
"CHC - Ashwin Fed Speciality Hosptal, Anna Nagar","no 29 kuvikaran salai ,1st cress st.,annan nagar,Madurai North",Madurai,,
"CHC - Ashwini Hospital, K.Pudur","4/17-2 IYERBUNGALOW ROAD MOONDRUMAVADI K.PUDUR MADURAI-07,Madurai North",Madurai,,
"CHC - Asirvatham Speciality Hospital, Gandhi Nagar","22 Rajaji street Gandhi Nagar,Near Annabus stand,Madurai North",Madurai,,
"CHC - Aswini Hospital, K.Pudur",,Madurai,,
CHC - BGM HOSPITAL,"NEW NATHAM ROAD,IYYER BUNGALOW,IYYERBUNGALOW,Madurai North",Madurai,,
CCC - BHARATHIYAR MATRICULATION SCHOOL,"elumalai main road,seelnayakanpatti,elumalai,Peraiyur",Madurai,,
"CHC - Bala Hospital, Usilampatti","207/3 , MADURAI MAIN ROAD , USILAMPATTI,MADURAI DISTRICT,207/3 , MADURAI MAIN ROAD , USILAMPATTI,MADURAI DISTRICT,USILAMPATTI,Usilampatti",Madurai,,
CHC - Bharathi Hospital,"115, Alagar Kovil Main Rd, K.Pudur, Tamil Nadu 625007,115, Alagar Kovil Main Rd, K.Pudur, Tamil Nadu 625007,k.pudur,Madurai South",Madurai,,
"CHC - Booma Nursing Home, Chinna Chokikulam","22, Gokhale Road,Chinna Chokkikulam,Tallakulam,Madurai North",Madurai,,
CCC - CRESENT ENGG COLLEGE,"Kallampatti,Alagarkoil road, M chathrapatti PO,Madurai,Madurai North",Madurai,,
CCC - Checkanurani Block Primary Health Centre,"Theni main road,Chekkanurani,Tirumangalam",Madurai,,
CCC - Chellampatti BLOCK Primary health centre,"Theni main road,Tirumangalam",Madurai,,
"CHC - DEVADOSS MULTISPECIALITY HOSPITAL, Madurai","75/1, Alagar Kovil Road, ,Surveyor Colony,Madurai,Madurai North",Madurai,,
"CHC - DEVAKI SPECIALITY HOSPITAL, MADURAI","NO.26, THENI MAIN ROAD ARASARADI,ARASARADI,Madurai West",Madurai,,
"CHC - Dr.Chidambaram Memorial Hospital, Jai Hind puram","9,10 valluvar north st,Jaihindpuram 2nd main road,Jaihindpuram,Thirupparankundram",Madurai,,
"CHC - Dr.SVR Speciality Hospitals, Villapuram","348/350 pudhu nagar,villapuram,Madurai South",Madurai,,
CHC - EASVARA HOSPITAL,"1-b,old post office road,Thallakulam,Thallakulam,Madurai North",Madurai,,
CCC - EMG Yadhava College,"EMG YADAVA WOMENS COLLEGE,Thiruppalai,Madurai North",Madurai,,
 CCC - Elumalai,,Madurai,,
 CHC - Fenn Specilaity Hospital,,Madurai,,
 CCC - G.V.HOSPITALS	,,Madurai,,
CHC - GH Melur,"Azhagar koil road, Melur,Melur,Melur",Madurai,,
CHC - GH Peraiyur,"Melappatti road,Opp.To Govt Girls school,Peraiyur,Peraiyur",Madurai,,
CHC - GH Thiruparankundram,"Nilaiyur Road,Thirupparankundram,Thirupparankundram,Madurai South",Madurai,,
CHC - GH Tirumangalam,"Tirumangalam,Tirumangalam",Madurai,,
CHC - GH Vadipatti,"NEAR BUSSTAND ,Vadipatti",Madurai,,
"CHC - GV Hospitals, Kochadai","Plot no.1 suresh street ,Natraj nagar,Kochadai,Madurai South",Madurai,,
"CHC - Genezen Indus Hospital,Madurai","NO: 33, P&T NAGAR MAIN ROAD,,VALLUVAR COLONY,,Madurai East",Madurai,,
CHO - Government Rajaji Medical College Hospital,Alwarpuram,Madurai,,
"CHC - Gowri Nursing Home, Jeeva Nagar","39-11-3A Jeevanagar 1st street,near madura college,jaihindpuram,Thirupparankundram",Madurai,,
"CHC - Grace Kennett Foundation Hospital, Kennett Road","8 Kennett Road,ellis nagar,Madurai West",Madurai,,
"CHC - Guru Hospital, Usilampatti",,Madurai,,
" CCC - Guru Hospital, Uthangudi",,Madurai,,
"CHC - Guru Multispeciality Hospital, Pandikovil Ring Road, Madurai","4/125 F pandikovil ring road,madurai,Utthangudi,Madurai North",Madurai,,
CHC - Hannah Joseph Hospital Pvt Ltd,"Madurai-Tuticorin Ring Road (Near to Chinthamani Tollgate),Chinthamani,Chinthamani,Madurai South",Madurai,,
"CHC - Harshini Hospital, Sathamangalam","10 sivagangai main road,anna bus stand,anna bus stand,Madurai North",Madurai,,
CHC - Harshitha Hospital CCC,"Aruppukottai Main Road,Avaniyapuram,Avaniyapuram,Madurai South",Madurai,,
"CHC - Harshitha Hospital, Avaniyapuram","aruppukottai main road,avanyapuram,avanyapuram,Madurai South",Madurai,,
"CHC - Iswarya Fertility Services PVT Ltd, Ellis Nagar",,Madurai,,
CCC - KAMARAJ ENNG COLLEGE KALLIKUDI,"S.P.G.C.Nagar, K.Vellakulam - 625 701,K vellakulam,Near Kallikudi,Kalligudi",Madurai,,
"CHC - KJS Speciality Hospital, K.Pudur","PLOT NO,7,KARPAGA NAGAR,8TH STREET,K.PUDUR.MADURAI,PLOT NO,7,KARPAGA NAGAR,8TH STREET,K.PUDUR.MADURAI,K.PUDUR,Madurai East",Madurai,,
" CHC - KRS Nulife hospitals, Anna Nagar","38-D, ANNA NAGAR 1ST CROSS STREET,OPP. KGS SCAN CENTRE,ANNA NAGAR,Madurai North",Madurai,,
CCC - Kallandri Block Primary Health Centre,"Alagarkovil Main road ,Kallandri,Madurai East",Madurai,,
 CCC - Kalligudi,,Madurai,,
CCC - Kallupatti.T Block Primary Health Centre,"Kallikudi Road,T kallupatti,Peraiyur",Madurai,,
"CHC - Karunai Multispecialty Hospital, B.B Kulam",,Madurai,,
 CCC - Karungalakudi,"9345207554,Melur",Madurai,,
CCC - Katchakatti Block Primary Health Centre,"Katchaikatti - Kutladampatti Road,Katchaikatti,Vadipatti",Madurai,,
CCC - Lady Doak College CCC,,Madurai,,
