HospitalName,Address,District,,
 CCC - THE HOTEL ARCADIA (KOVAI MEDICAL CENTRE & HOSPITAL),,Coimbatore,,
CHO - UMADEVI HOSPITAL,,Coimbatore,,
 CHO - VENKATESWARA HOSPITAL,,Coimbatore,,
CHC - VG HOSPITALS,"NO 76 A, METTUPALAYAM ROAD, THUDIYALUR,COIMBATORE,COIMBATORE,Coimbatore North",Coimbatore,,
CCC - Vidya Vikas CCC,"Vidya Vikas School,Kariyampalayam Road,Karamadai,Mettupalayam",Coimbatore,,
"CHC - Vimal Jyothi Hospital, Saravanampatty","SATHY MAIN ROAD VISWASAPURAM,SARAVANAMPATTY,SARAVANAMPATTY,Coimbatore North",Coimbatore,,
CHC - Sen Hospital,"perambur,Perambur",Chennai,,
"CHC - Senthil Priya Hospital, Kodungaiyur","5C/3,5C/4,sidco main road, KKD Nagar,Kodungaiyur,Kodungaiyur,Perambur",Chennai,,
"CHC - Shaarave Multispeciality Hospital, Sowcarpet","Sowcarpet,Pursawalkam",Chennai,,
"CHC - Shanmugam Multispeciality Hospital, Royapuram","14, East Madha Church Street, Pudumanaikuppam, Royapuram, Chennai, Tamil Nadu 600013,Royapuram,Tondiarpet",Chennai,,
"CHC - Shens Hospital, Ashok Nagar",,Chennai,,
" CHC - Shri Tanishq Nakshatra Multi Speciality Hospitals, Chennai",,Chennai,,
CHO - Sims (Srm Institutes For Medical Science Hospital) Nungumbakkam,,Chennai,,
"CHC - Singhvi Health Center, Mint Street*","127, MINT STREET,SOWCARPET,Tondiarpet",Chennai,,
"CHC - Sivam Hospitals,","Ullagaram,Alandur",Chennai,,
"CHC - Sooriya Hospital, Saligramam","No.1, Arunachalam Rd, Velayutham Colony, Saligramam, Chennai, Tamil Nadu 600093,Velayutham Colony ,,Saligramam ,Mambalam",Chennai,,
"CHC - Southern Railway Hospital, New hospital complex, Ayanavaram","constable road,ayanavaram,Ayanavaram",Chennai,,
"CHC - Sri Balaji Hospital, Guindy",Guindy,Chennai,,
"CHC - Sri Devi Hospitals, Anna Nagar","1620A 16TH MAIN ROAD ANNA NAGAR CHENNAI-40,Aminjikarai",Chennai,,
" CHC - Sri Esodha Hospital, Ayanavaram","46, KONNUR HIGH ROAD,Ayanavaram,Ayanavaram",Chennai,,
"CHC - Sri Hospitals, Tondiarpet","32 VARADHARAJA PERUMAL KOIL STREET,TONDIARPET,Tondiarpet",Chennai,,
" CHC - Sri Kumaran Hospital, Mylapore",,Chennai,,
"CHC - Sri Lakshmi Clinic and Maternity Centre, Purasawalkam","20A TANA STREET,PURASAWAKKAM,PURASAWAKKAM,Pursawalkam",Chennai,,
" CHC - Sri Narayana Medical Centre, Ambattur",,Chennai,,
"CHC - Sri Singhvi Health Centre, Purasaivakkam",,Chennai,,
"CHC - Srinivas Priya Hospital, Perambur","perambur,Perambur",Chennai,,
"CHC - Srinivasa Hospital, Kodambakkam",KODAMBAKKAM,Chennai,,
"CHC - Srushti Hospital,Ramapuram*","NO.1, PADMAVATHI STREET,THIRUMALAI NAGAR,RAMAPURAM,Maduravoyal",Chennai,,
CHO - St. Thomas Hospital,"5, 105, Defence Colony 1st Ave, Seven Wells, St.Thomas Mount,chennai",Chennai,,
"CHC - St.Isabel Hospital, Mylapore"," 49, Oliver Rd, next to Luz Church,Kattukoil Garden, Mylapore, Chennai,chennai,Mylapore",Chennai,,
CCC - Stanley medical college-Athipattu (2ND BLOCK) (ZONE 5),"TNHB Flats, Athipet,Ambattur,Ambattur",Chennai,,
" CHC - Subha Hospital, Infertility and Maternity Centre, Royapuram",,Chennai,,
"CHC - Sugam hospitals, Thiruvottiyur",,Chennai,,
CHO - Sundaram Medical Foundation,"SUNDARAM MEDICAL FOUNDATION,Fourth avenue, Shanthi Colony,Anna Nagar,Aminjikarai",Chennai,,
"CHO - Susi Hospital, Thiruvottiyur","665,soundarapandiyanar nagar,Thiruvottiyur,Thiruvottiyur",Chennai,,
CCC - Susrutha Integrated Fertility Maternity and Surgical Centr,"25, old state bank Colony, first main road,West Tamabaram,TAMBARAM",Chennai,,
"CHC - Swaram Medicare &Research Centre Pvt Ltd, Sholinganallur*","Swaram Speciality Hospital,13 Duraiswamy Second Lane ,ECR Link Road,Sholinganallur,Sholinganallur",Chennai,,
"CHC - TOSH Hospitals (P) Ltd, Kilpauk","72, Ormes Rd, Kilpauk,chennai,Egmore",Chennai,,
"CHC - The Best Hospital Private Ltd, Kodambakkam","9, Vellala St,Ganga Nagar, Kodambakkam,,chennai",Chennai,,
"CHC - The Guest Hospital, Kilpauk","NO 372 POONAMALLEE HIGH ROAD ,KILPAUK,KILPAUK ,Egmore",Chennai,,
CHC - The Madras Medical Mission,"4-A, DR. J. JAYALALITHA NAGAR,MOGAPPAIR,Ambattur",Chennai,,
CHC - Tondiarpet Peripheral Hospital,"\""Dispensery,Housing Board\",Poondithangamal,,
"CHC - Trinity Acute Care Hospital, Mylapore","33 ,desika road,Mylapore,Mylapore",Chennai,,
"CHC - Trustlife Medical Centre, Panaiyur*","NO.1 ECR MAIN ROAD ,044 24532424,PANAIYUR,Sholinganallur",Chennai,,
" CHC - V.K. Hospital, Purasawalkam",,Chennai,,
" CHC - VHM Hospitals Pvt Ltd, Saligramam",,Chennai,,
"CHO - Vasantha Hospital, Old Washermenpet","119,SANJEEVARAYAN KOIL STREET,OLD WASHERMENPET,Tondiarpet",Chennai,,
"CHC - Vasantha Subramanian Hospitals India Pvt Ltd, Chetpet","13, E Spur Tank Rd,Chetpet,chennai",Chennai,,
 CHO - Vasantha hospital thiruvottiyur branch,,Chennai,,
" CHC - Vasanthi Hospital, Arumbakkam",,Chennai,,
" CHC - Vasuki Nursing Home,Maduravoyal",,Chennai,,
CCC - Velammal Engineering College,"AMBATTUR PUZHAL ROAD,SURAPET,Madhavaram",Chennai,,
"CHC - Venkataeswara Hospitals, Nandanam","36 - A, Pasumpon Muthuramalinga Thevar Rd, Nandanam Extension, Nandanam, Chennai, Tamil Nadu 600035,Nandanam,Mylapore",Chennai,,
CCC - Victoria Hostel Presidency College (ZONE 9),"Bharathi Saalai, Chepauk, Triplicane,Mylapore",Chennai,,
CHC - Vignesh Hospital,"36 POOTHAPEDU MAIN ROAD,  ,VENKATESWARA NAGAR,,PORUR,Maduravoyal",Chennai,,
"CHC - Vihaa Hospital, Anna Nagar","E5 3rd Avenue Anna Nagar East, chennai 600102,Anna Nagar East,Ambattur",Chennai,,
CCC - Vijaya Group Of Hospital,,Chennai,,
CHC - Vijaya Hospital,"NO:323,N.S.K .SALAI,NO:323,N.S.K.SALAI,VADAPALANI,Ambattur",Chennai,,
CHC - Voluntary Health Services,"CHENNAI,Rajiv Gandhi Salai,Adyar,Mylapore",Chennai,,
" CCC - WCF Hospitals(HI Cure Health Care), T.Nagar*","WCF HOSPITAL ,NO 20, NORTH USMAN ROAD,T NAGAR,Mambalam",Chennai,,
"CHC - Westminster HealthCare,Nungambakkam","145, Nungambakkam high road,Egmore",Chennai,,
" CHO - Yazhini Nursing Home, Agaram","No.36/4, Thanthondri Amman Kovil Street ,Palavayal Road,,Agaram,Pursawalkam",Chennai,,
CCC - kilpauk Medical College-Athipattu (3RD BLOCK) (ZONE 8),"TNHB HOUSING COMPLEX,ATHIPATTU,AMBATTUR,Ambattur",Chennai,,
CCC - university of madras hostel -OMC (ZONE 13),"Taramani Link Road, Dr. Vasi Estate Phase ii Tharamani Chennai,Tharamani,Guindy",Chennai,,
CHC - KGH I (ONLY for Pregnant Women),"24,Victoria hostel road,Chepauk, triplicane,Mylapore",Chennai,,
CHC - KGH OMC,"Triplicane, Chennai - 600005, Near Sangeetha Hotel,No 1 & 2, Victoria Hostel Road & Bells Road,Triplicane,Mylapore",Chennai,,
CHO - KILPAUK  MEDICAL COLLEGE,"Kilpauk medical college hospital,Poonamallee high road ,Kipauk near chetpet ecopark,Ayanavaram",Chennai,,
CHC - KK Nagar Peripheral Hospital,"K.K.Nagar, chennai.78,Near Ashok Pillar,Mambalam",Chennai,,
"CHC - KM Speciality Hospitals,K.K.Nagar",K K Nagar,Chennai,,
CCC - KP Park omc,,Chennai,,
 CCC - KP park mmc,,Chennai,,
"CHC - KVT Speciality Hospital, Erukanchery","K K Nagar,Guindy",Chennai,,
"CHO - Kamaraj Multi  Speciality Hospital, Vadapalani",,Chennai,,
CHC - Kanchi Kamakoti Childs Trust,"12-A, NAGESWARA ROAD,NUNGAMBAKKAM,Egmore",Chennai,,
 CHO - Kauvery Hospital,,Chennai,,
"CHC - Kavitha Ortho and Multi Speciality Hospital,Chrompet",,Chennai,,
"CHC - Khm Hospial, Anna Nagar",,Chennai,,
" CHC - Kolasaraswathi Agarwal Samaj Health Centre,Purasaiwakkam","NO.25 DR.ALAGAPPA ROAD ,PURASAIWAKKAM,Pursawalkam",Chennai,,
"CHC - Kumaran Hospitals, Kilpauk","214,EVR periyar salai,Aminjikarai",Chennai,,
"CHC - Laksha Hospital, Royapettah","No 18, Lalithapuram St, Srilalithapuram, Royapettah, Chennai, Tamil Nadu 600014",Chennai,,
"CHC - Leela Specialty Hospital,Tiruvottiyur",,Chennai,,
"CHC - Life Care DKJ Hospital, Villivakkam","Villivakkam,Chennai,Ambattur",Chennai,,
"CHC - Life Care Hospital, Pudupet","Old No 29, New No 77, Adithanar Salai, Harris Road, Pudupet, Chennai - 600002, Opposite Indian Bank (Map),Pudupet,Egmore",Chennai,,
"CHC - Lifeline Rigid Hospitals (P) Ltd, Kilpauk","NO 47/3,New avadi road kilpauk,Aminjikarai",Chennai,,
"CHC - M R Hospital, Aminjikarai","Old No 20, New No 12, Govindan Road, Ayyavoo Colony, Aminjikarai, Chennai, Tamil Nadu 600029,Aminjikarai,Aminjikarai",Chennai,,
" CHC - M.S.Hospital,Villiwakkam",,Chennai,,
"CHC - M/s Apollo Hospitals, Tondiarpet","645 & 646,T.H Road,Tondiarpet ,Tondiarpet",Chennai,,
"CHC - M/s K.M. Hospital, Vyarsarpadi",,Chennai,,
CHO - MADRAS MEDICAL COLLEGE,"Rajiv Gandhi Government General Hospital,Evr Periyar salai,Chennai,Tondiarpet",Chennai,,
"CHC - MGM Healthcare Pvt Ltd, Aminjikarai",AMINJAKARAI,Chennai,,
CHO - MIOT HOSPITALS PRIVATE LIMTED,"4/112 MOUNT POONAMALLEE ROAD,MANAPAKKAM,Alandur",Chennai,,
CCC - MMC RGGH-ATHIPATTU (ZONE 5),"Athipet TNHB complex, Block 3,Athipet,Ambattur,Ambattur",Chennai,,
"CHC - MMRV Hospital, Mogappair West","mogappair,Aminjikarai",Chennai,,
"CHO - Madha Pidha Hospital, Kovalam","Plot no 1 Kovalam road,ECR kovalam,Kelambakkam,THIRUPPORUR",Chennai,,
CHO - Mahalakshmi Hospital ,"Ambathur, M. T. H road,Ambattur",Chennai,,
"CHC - Maya Nursing Home, Ashok Nagar","B- 225, 15th Avenue, Ashok Nagar, Jawaharlal Nehru Road, Chennai, Tamil Nadu 600083,Ashok Nagar,Guindy",Chennai,,
" CHO - Medi Ocean Private Limited, T.Nagar",,Chennai,,
" CHO - Medway Hospitals, Mogappair West",,Chennai,,
"CHC - Medway Women Centre, Kodambakkam","NO: 8/22, 4TH CROSS STREET, ,TRUSTPURAM, ,KODAMBAKKAM,Mambalam",Chennai,,
 CCC - Meenakshi engineering college,,Chennai,,
"CHC - Metro Male Clinic a unit of Gunasekaran Hospitals Pvt Ltd,Porur",,Chennai,,
"CHC - Mint Hospitals, Adyar","No 19 1st Avenue Sasthri Nagar adayar,6000082",Chennai,,
"CHC - Mohan Nursing Home,Villivakam","Villivakkam,Chennai,Ambattur",Chennai,,
"CHC - Mount Specialty Hospital Pvt Ltd,Adambakkam",,Chennai,,
"CHC - Murugan Hospital, Kilpauk","264/125 kilpauk Garden Road , kilpauk ,Chennai -600010,Kilpauk,Pursawalkam",Chennai,,
"CHC - Muthu Hospital, Pulianthope High Road","No 105 Pulinthope,600012",Chennai,,
" CHC - Mysaan Hospital, Mount Road",,Chennai,,
CHC - NRG Speciality Hospitals,"3/49, Valluvar Salai, Ramapuram,Ramapuram,Guindy",Chennai,,
CCC - NSTI Guindy - GCH  (ZONE 13),"GUINDY,Guindy",Chennai,,
"CHC - Nagamani Hospital,Old Washermenpet","116 & 118,G.A. ROAD,Old Washermenpet,Chennai - 600021,Tondiarpet",Chennai,,
CHC - Nalam Hospital Pvt Ltd,,Chennai,,
"CHC - New Hope Multispeciality Hospital, Kilpauk","No. 814, Poonamallee High Rd, Kilpauk, Opposite to, KMC, Chennai, Tamil Nadu 600010",Chennai,,
"CHC - New Life Hospital,Rajakilpakkam","NO174APPAR STREET, VELACHERY MAIN ROAD, RAJAKILPAKAM,RAKILPPAKAM,Sholinganallur",Chennai,,
"CHO - New Life Hospitals, Mogappair East",,Chennai,,
"CHO - New Life Teja Hospital, Ambattur*","ambattur,ambathur,Ambattur",Chennai,,
"CHC - New Lifemed Hospital, Gopalapuram","No 32/12, Conran smith road gopalapuram,600086,chennai,Mylapore",Chennai,,
"CHC - New Ruthran Hospital,Aynavaram","NO 383,KONNUR HIGH ROAD,AYANAVARAM,Ayanavaram",Chennai,,
"CHC - Nichani Hospital, Royapuram","NO  10 Arthon Road Royapuram,600013,Chennai",Chennai,,
CHO - Noble Hospital,"No.4 1 street Audiappa street ,Audiappa street,Purasawalkam,Pursawalkam",Chennai,,
CHO - OMANDURAR  MEDICAL COLLEGE,"TOWER 1 2 3 ,Government Medical College Omandurar Govt Estate,WALLAJA ROAD,Egmore",Chennai,,
"CHC - Orthomed Hospital, Royapettah","no.83\85, Royapettah High Road, Royapettah.,Royapettah,Mylapore",Chennai,,
CHC - Oxymed Hospital,"710 ANNA SALAI,NANDANAM,CHENNAI,Mambalam",Chennai,,
CHO - P AND G NURSING HOME,"OLD NO:60, NEW NO: 42, 100 FEET ROAD ,VADAPALANI, CHENNAI - 600026,VADAPALANI,Guindy",Chennai,,
 CHO - Padhuvai hospital ,,Chennai,,
" CHC - Padma Clinic & Nursing Home,  Kilpauk","753/ 432, Poonnamallee High Raod,,Kilpauk,Egmore",Chennai,,
"CHC - Padmapriya Hospital, Adyar",,Chennai,,
"CHC - Padmini Nursing Home, Chetpet",,Chennai,,
"CHO - Pallava Hospital (P) Ltd, Ashok Nagar","19A ,FIRST AVENUE,ASHOK NAGAR,Mambalam",Chennai,,
CHC - Pon Malligai Hospital Adambakkam,,Chennai,,
"CHC - Pradeep Nursing Home, Puzuthivakkam","PLOT NO 23 DOOR NUMBER 10 NEW INDIA COLONY SWAMY NAGAR MAIN ROAD ,PUZHUTHIVAKKAM CHENNAI-91,Velacheri",Chennai,,
"CHO - Prakar Medical Centre, K.K.Nagar*",,Chennai,,
" CHC - Prasanth Hospitals, Velachery","No 36, & 36 A Velachery Main Road,Velachery,Velacheri",Chennai,,
"CHC - Prashanth Fertility Research Centre, Chetpet",,Chennai,,
"CHC - Prime Indian Hospitals Pvt Ltd, Arumbakkam",,Chennai,,
 CHC - Privaram Health Centre Valasaravakkam,,Chennai,,
"CHC - Priya Nursing Home, Old Washermenpet","No. 6,(Old No. 82), Kappal Polu Street, Old Washermenpet, Chennai, Tamil Nadu 600021,old washermenpet,Tondiarpet",Chennai,,
CCC - Quad-e-millath Govt college,"QUAID-E-MILLATH COLLEGE,Egmore",Chennai,,
"CHC - RPS Hospital, Korattur","65/2, Water Canal Rd, TVS Nagar, Korattur, Chennai, Tamil Nadu 600076,Korattur,Madhavaram",Chennai,,
CHC - RSRM (FOR PREGNANT AND RECENTLY DELIVERED MOTHERS ONLY),"32,\""East Cementry Road,CH-21\",East,,
CHC - RSRM CEMONC,,Chennai,,
"CHC - Radha Rajendran Hospital, Alandur","7, 10, Vembuli Amman Koil St, Mela Ilandaikulam, Alandur, Chennai, Tamil Nadu 600016,Alandur,Alandur",Chennai,,
CHC - Rainbow children's hospital ,"157, Near, Anna Salai, Little Mount, ,Near Little Mount Metro Station,,Guindy,Guindy",Chennai,,
" CHC - Rakshith Hospital, Valasaravakkam",,Chennai,,
"CHC - Ramani Hospital,Ashok Nagar","47 Kam raj salai,Ashok nagar,Ashok nagar,Mambalam",Chennai,,
"CHC - Ramarau Polyclinic, Kilpauk","829/2, Poonamallee High Rd, Kilpauk, Chennai, Tamil Nadu 600010,Kilpauk,Pursawalkam",Chennai,,
" CHC - Rathimed Speciality Hospital, Anna Nagar",,Chennai,,
CHC - Regional Institute of Ophthalmology,"old 132, rukmani lakshmipathi road ,pudupet,Egmore",Chennai,,
"CHC - Retteri Sri Kumaran Health Centre, Kolathur","Retteri Junction, No.1419-A, 200 Feet Ring Rd, Kolathur, Chennai, Tamil Nadu 600099,Kolathur,Ayanavaram",Chennai,,
CHO - Right Hospitals Pvt Ltd,"No.1 Prof Subramaniam Street,Behind EGA Theatre  (Vasu Street),Kilpauk,Egmore",Chennai,,
"CHO - S.P. Hospital, Adambakkam","11 East karikalan first Street,Adambakkam,Adambakkam,Alandur",Chennai,,
CHC - SAI SPEED HOSPITAL HOSPITALS - ARUMBAKKM,"No.527, Poonamalee High Road, Near panchali Amman koil , Arumbakkam,,Chennai,Arumbakkam,Aminjikarai",Chennai,,
CHC - SHRI POOJA MATERNITY CLINIC,"27, T.H ROAD, M.R.NAGAR, CHENNAI 118,KODUNGAIYUR,Tondiarpet",Chennai,,
"CHC - SIMS (SRM Institutes for Medical Science) Hospital, Vadapalani","No.1, Jawaharlal Nehru Rd, next to Vadapalani,Landmark:, Vadapalani, Chennai, Tamil Nadu 600026,Chennai,Aminjikarai",Chennai,,
 CHC - SRI BALA NURSING HOME ,"no 46 srp koil street north tvk nagar ,Opp TVK NAGAR BUS TERMINUS ,tvk nagar ,Ayanavaram",Chennai,,
CHC - SRI RANGA HOSPITAL,"NO.06,CHOKKALINGAM STREET, MANDAVELI,MANDAVELI,MANDAVELI,Mylapore",Chennai,,
CHC - SRINIVASAN RAJALAKSHMI MEMORIAL HOSPITAL,"NO.11/77, 6TH STREET, VOLTAS COLONY, NANGANALLUR,11/77 VOLTAS COLONY,6TH STREET NANGANALLUR,Alandur",Chennai,,
"CHC - SRM Hospital Pvt. Ltd., West Mambalam","NO 68,THAMBIAH ROAD,,WEST MAMBALAM,Mambalam",Chennai,,
CHO - STANLEY  MEDICAL COLLEGE,"305,OSH Road,Royapuram,Tondiarpet",Chennai,,
CHC - SUDHA HOSPITAL,"51/18 ADAM SAHIB STREET, PUMPING STATION ROAD, ROYAPURAM,Royapuram,Tondiarpet",Chennai,,
CHC - SUGAN MATERNITY HOSPITAL,"SUGAN MATERNITY HOSPITAL,2/365 A , PANDIAN SALAI ,NEELANKARAI ,Sholinganallur",Chennai,,
"CHC - Sakthi Hospital and Research Centre, Triplicane","175, Big Street, Triplicane, Chennai, Tamil Nadu 600005,Triplicane,Mylapore",Chennai,,
"CHO - Sanjana Speciality Hospital, Tondiarpet*","542/1, (622/1) ,T.H Road,Tondiarpet,Tondiarpet",Chennai,,
"CHC - Saraswathy Multi Speciality Hospitals, Madipakkam","madipakkam,Sholinganallur",Chennai,,
" CHO - Sathiya Hospital, Kolathur,","No.32, Ganapathi nagar, Kadappa Rd, ,Teachers's Colony,Kolathur,Ambattur",Chennai,,
CHC -  Dr.V.Balaji Dr.V.Seshiah Diabetes care and Research Institute,"729,PH Road,  ,Aminjikarai,Aminjikarai",Chennai,,
" CHC - A.K.Hospital, Aminjikarai",,Chennai,,
"CHO - A.K.N. Nursing Homes, Kilpauk","AKN ,No : 20,Kelly's road, Kilpauk,chennai ,Ayanavaram",Chennai,,
"CHO - A.N.N Hospital, Valasaravakkam*",,Chennai,,
"CHC - ARK Hospital, Velachery*",,Chennai,,
"CHC - Aakash Hospital, Thiruvottiyur","15 amman kovil street ,Ayanavaram",Chennai,,
"CHC - Aashara Hospital, Anna Nagar*","1086,officers colony,Annanagar west extension ,Annanagar west ,Ambattur",Chennai,,
" CHC - Achaya Hospital, Adambakkam",,Chennai,,
"CHO - Amma Hospital, Sowrastra Nagar","No:1,Sowrastra Nagar,7th street,choolaimedu,chennai-94,Choolaimedu,Egmore",Chennai,,
"CHC - Amrit Medical Centre,Purasawakkam","73/28, Alagappa road,Purasaiwalkam,Purasaiwalkam,Aminjikarai",Chennai,,
CHC - Anand Hospital,"NO: 199/201, KAMARAJAR SALAI MANALI CHENNAI-68,MANALI,Madhavaram",Chennai,,
"CHC - Anbu Hospital, Velachery*","18/4, SASHI NAGAR MAIN ROAD, VELACHERY ,CHENNAI,Velacheri",Chennai,,
"CHC - Anjakha Hospital, Madipakkam",,Chennai,,
CCC - Anna  University - RGGGH (ZONE 13)( Police Department Staff),"Gandhi Mandapam Road,Guindy,Guindy",Chennai,,
CHC - Anna Nagar Peripheral Hospital,"3RD AVENUE ROAD , ,ANNA NAGAR ,Ayanavaram",Chennai,,
CCC - Anna University (Police Block - RGGGH),"Gandhi Mandapam Road,Guindy",Chennai,,
"CHC - Annai Multispeciality Hospital, Virugambakkam","No121/60 Kaliamman koil street,600092,virugambakkam,Maduravoyal",Chennai,,
 CHC - Apollo Children's  Hospitals (Age Less Than 16 Yrs),"No.15, Shafee Mohammed Road,Thousand Lights,Egmore",Chennai,,
"CHC - Apollo Hospital, OMR, Perungudi","Perungudi,Perungudi,Sholinganallur",Chennai,,
"CHO - Apollo Hospitals, Greams Road","Greams road,Egmore",Chennai,,
"CHC - Appasamy Hospitals, Arumbakkam","No 23, Friends Avenue, Arumbakkam, Chennai - 600106, Near Chennai Ford,Chennai",Chennai,,
"CHO - Arokya Hospital, West K.K Nagar","32,PILLAYAR KOIL STREET,NESAPAKKAM,CHENNAI-78,NESAPAKKAM,WEST KK NAGAR,Mambalam",Chennai,,
"CHC - Arun Vijaya Hospitals, KK Nagar","old no.1059/1 New, no.64, Munusamy Salai, KK Nagar West, K. K. Nagar,Guindy",Chennai,,
"CHC - Astra Ortho N Spine Care Hospital, Velachery","No-9, Radha mohan street,velachery,Guindy",Chennai,,
CHO - Aysha Hospital,"91 A,MILLERS ROAD,KILPAUK,Pursawalkam",Chennai,,
"CHC - B.M Hospital,Nanganallur",,Chennai,,
 CHO - B.R.S Hospital,"28, Cathedral Garden Rd, Badrikari, Tirumurthy Nagar,,Nungambakkam, Chennai, ,Nungambakkam, Chennai, ,Mambalam",Chennai,,
" CHC - Balaji Hospital, Otteri",,Chennai,,
CHC - Be Well Hospital Anna nagar,,Chennai,,
"CHC - Be Well Hospital, T.Nagar","No-23,Vijayaraghava road,Mambalam",Chennai,,
"CHC - Be Well Hospitals, Ambattur","CTH ROAD,BALAJI NAGAR, THIRUMULLAIVOIL,,THIRUVALLUR,Ambattur",Chennai,,
"CHC - Bharathi Rajaa Hospital, T.Nagar","No.20 G.N.Chetty Road,T.Nagar,T.Nagar,Mambalam",Chennai,,
CCC - Bharathi Womens College - SMC (ZONE 5),"Prakasam Salai 1, Broadway Rd, near Stanley Hospital, George Town, Chennai, Tamil Nadu 600108,George town,Tondiarpet",Chennai,,
"CHC - Billroth Hospitals, Shenoy Nagar","43 Lakshmi Talkies Road,Shenoy Nagar,Shenoy Nagar,Aminjikarai",Chennai,,
CHC - Bloom Health Care Hospital,"32, Taramani Link Rd, VGP Seetapathi Street, Baby Nagar,,32, Taramani Link Rd, VGP Seetapathi Street, Baby Nagar,,VELACHERY,Guindy",Chennai,,
"CHO - C & C Woman’s Hospital, Ayanavaram*","No144/347,KHRoad, Aynavaram Chennai,600023,No144/347, KHROAD, Aynavaram Chennai 600023,Aynavaram, Chennai,Ayanavaram",Chennai,,
"CHC - C&C Woman’s Hospital, Care and Cure Speciality Hospital, Kilpauk","No10,Bigstreet, kilpauk garden,Kilpauk,Chennai 10,Egmore",Chennai,,
"CHC - C.S.I Rainy Multi Speciality Hospital, Tondiarpet","No-45,GA road, Old washermanpet,CHennai,Washermanpet,Tondiarpet",Chennai,,
CHC - CDH Tondiarpet,"T.H.road Tondairpet  ,Tondairpet ,Tondiarpet",Chennai,,
" CHC - CM Hospital, Nanganallur",,Chennai,,
CHC - CSI Kalyani General Hospital,"No-15.Radhakrishnan Salai,Mylapore",Chennai,,
"CHO - Chennai Meenakshi Multispeciality Hospital, Mylapore*","NO. 149, LUZ CHURCH ROAD, ,MYLAPORE,Mylapore",Chennai,,
"CHC - Chennai National Hospital, George Town","12, Jaffar Sarang St,,Parrys, George Town, Chennai, Tamil Nadu 600001,Chennai",Chennai,,
"CHC - Chennai National Hospital,Ernavoor*","Ernoor,Madhavaram",Chennai,,
"CHC - Chennai Orthopedic Centre, Valasaravakkam","Valasaravakkam,Maduravoyal",Chennai,,
"CHC - Chennai Urology and Robotics Institute Hospital, Thoraipakkam","148, Old Mahabalipuram Rd,,Seevaram, Thoraipakkam chennai,chennai",Chennai,,
 CCC - Chennai trade centre CCC With O2 facility ( Step down facility for RGGH and GOMCH patients only) ,,Chennai,,
"CHC - City Tower Hospital,Anna Nagar",,Chennai,,
CHC - DR R MURALI,"PLOT.NO:59  4TH AVENUE K.K.R NAGAR ,MADHAVARAM,Madhavaram",Chennai,,
"CHC - DRJ Hospitals(P) Ltd,Kolathur*",,Chennai,,
"CCC - Dr Ambedkar Arts college,/Siddha centre","Vysarpadi,Vysarpadi,Tondiarpet",Chennai,,
"CHO - Dr. A. Ramachandran's Diabetes Hospitals, Egmore","110, anna salai , guindy,Guindy",Chennai,,
"CHC - Dr.Mehta's Hospital, Chetpet","2, Mc Nichols Rd, Chetpet, Chennai, Tamil Nadu 600031,Chetpet,Egmore",Chennai,,
"CCC - Dr.Shahs Clinic,T.Nagar",,Chennai,,
CHC - ESI AYANAVARAM,"53,MEDAVAKKAM TANK ROAD THIRUVALLUVAR NAGAR,AYANAVARAM,Ayanavaram",Chennai,,
"CHC - ESIC HOSPITAL,  K.K.NAGAR, CHENNAI","ASHOK PILLAR ROAD,KK NAGAR,NEAR ASHOK PILLAR,Mambalam",Chennai,,
"CHC - Esha Hospital,Old Washermenpet",,Chennai,,
"CHC - Eswar Medical Foundation, Kolathur",,Chennai,,
"CHC - Ezhil Hospital, Tondiarpet",,Chennai,,
"CHO - F.O.R. Ortho & Neuro Hospital, Kolathur",,Chennai,,
CHO - FLAMINGO HEALTHCARE CENTRE,"43, Redhills Road, Vinayagapuram, Amabattur, Chennai -600053,Ambattur",Chennai,,
CHC - Faith Multispecialty Hospital,,Chennai,,
"CHC - Fertility Foundation (a unit of SISU HOSPITAL INDIA LTD), ","NO.25, 15TH STREET, 2ND AVENUE, , NEAR R3 POLICE STATION, ,ASHOK NAGAR, ,Guindy",Chennai,,
" CHC - First Choice Health Center, Chrompet","16, 6th cross street, New Colony, Chrompet,Chrompet,KANCHEEPURAM",Chennai,,
"CHC - Fortis Healthcare Ltd, Vadapalani","No. 23/1,,Arcot Road,,Vadapalani,Mambalam",Chennai,,
CHC - Fortis Malar Hospital,"Adyar,Mylapore",Chennai,,
CHC - Frontier Lifeline Hospital,,Chennai,,
" CHC - G.R Hospital,Adambakkam","No 12, City Link Road, near N.G.O. Colony, N.G.O. Colony, Ganesh Nagar, Adambakkam, Chennai, Tamil Nadu 600088,Adambakkam,Alandur",Chennai,,
"CHO - GBR Fertility Centre and Hospitals, Mugappair West","HIG 1028 6TH MAIN ROAD MOGAPPAIR WRI SCHEME,MOGAPPAIR WEST,MOGAPPAIR WEST,Ambattur",Chennai,,
" CHC - GG Hospital,Nungambakkam",,Chennai,,
"CHC - GKM Hospital (P) Ltd, Purasawalkam","120/113,Perambur barrack road,Chennai,Pursawalkam",Chennai,,
"CHC - GOVERNMENT PERIPHERAL HOSPITAL, PERIYAR NAGAR - COVID HEALTH CENTRE","KARTHIKEYAN SALAI,PERIYAR NAGAR ,,KOLATHUR,Perambur",Chennai,,
